Genus,Species,Analogue,SitePair,Type,UrchinID,Condition,Abs_lat,UrchinID,TestDiameter,ThicknessCT(um),Mean_intensity,Voxel_size,Porosity,MgCO3,Spine_length,Spine_diameter,Spine_porosity,Jaw_length,UrchinID
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT17,Reference,28.402346,AT17,54.72,902.546,15052.7,2.61280,49.52526,,21.656,2165.6,,17.61,AT17
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT21,Reference,28.402346,AT21,39.42,829.4696667,37541.3,2.4404,53.0995906,,19.676,1967.6,,13.18,AT21
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT22,Reference,28.402346,AT22,44.02666667,817.518667,38962.2,2.28962,65.8228252,,21.24,2124,,15.38,AT22
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT25,Reference,28.402346,AT25,53.29,1084.37833,34251.3,2.28941,39.9218078,,19.664,1966.4,,16.48,AT25
Echinometra,sp. C,Ambitle,Ambitle,Seep,4,Reference,4.06,4,28.495,1030.143333,39995.8,2.49212,31.2490187,,11.84,1695.93,20.04316878,,A_PNG_4
Echinometra,sp. C,Ambitle,Ambitle,Seep,6,Reference,4.06,6,30.40133333,908.3826667,32677,2.49212,40.8918713,,11.22,1836.98,21.75674672,,A_PNG_6
Echinometra,sp. C,Ambitle,Ambitle,Seep,7,Reference,4.06,7,22.61166667,686.5296667,38145.9,2.1969,40.9534629,,12.06,1392.577,22.90698307,,A_PNG_7
Echinometra,sp. C,Ambitle,Ambitle,Seep,9,Reference,4.06,9,25.66433333,851.737,38921.3,2.33507,27.0576691,,11.04,1735.727,20.3656045,,A_PNG_9
Echinometra,sp. C,Ambitle,Ambitle,Seep,112,Reference,4.06,112,12.86333333,377.2293333,38722,1.73439,39.6812336,,10.24,1025.056,27.9705692,,A_PNG_112
Echinometra,sp. C,Ambitle,Ambitle,Seep,116,Reference,4.06,116,30.35133333,921.035,39307.4,2.87671,41.5808548,,12.88,1684.01,28.95608125,,A_PNG_116
Echinometra,sp. C,Ambitle,Ambitle,Seep,100,Extreme,4.05,100,31.834,970.7643333,39075.2,2.67096,35.0956389,,12.44,1770.888,19.48550302,,A_PNG_100
Echinometra,sp. C,Ambitle,Ambitle,Seep,118,Extreme,4.05,118,31.71666667,929.504,39061.2,2.334,40.1137189,,11.58,1801.489,25.192198,,A_PNG_118
Echinometra,sp. C,Ambitle,Ambitle,Seep,201,Extreme,4.05,201,16.98466667,606.3283333,35644.4,2.07252,37.8184361,,7.98,1153.748,24.56343576,,A_PNG_201
Echinometra,sp. C,Ambitle,Ambitle,Seep,202,Extreme,4.05,202,41.378,1216.938333,39616.1,2.99047,40.4492347,,14.02,2012.587,26.96376277,,A_PNG_202
Echinometra,sp. C,Ambitle,Ambitle,Seep,203,Extreme,4.05,203,32.15366667,1096.815,41154.1,2.767,41.7750128,,12.46,1839.617,21.58190054,,A_PNG_203
Echinometra,sp. C,Ambitle,Ambitle,Seep,0,Extreme,4.05,0,26.28566667,756.0683333,38592,2.57504,47.2690586,,11.6,1532.975,26.74346352,,A_PNG_0
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,CN1,Reference,37.5,CN1,82.9,1719.77,,4.0,36.0128,,12.0425,876.473,41.8658,20.33456,CN1
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,CN2,Reference,37.5,CN2,79,1545.14,,4.0,31.1332,,17.13835,1126.457,42.6259,18.84395,CN2
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,CN3,Reference,37.5,CN3,93.6,1562.41,,4.0,31.8595,,13.09596,875.933,41.3241,21.66376,CN3
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,CN4,Reference,37.5,CN4,82.5,1531.46,,4.0,32.7432,,11.44235,822.893,40.7868,19.64903,CN4
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,CN5,Reference,37.5,CN5,81,1465.20,,4.0,35.0195,,12.61417667,812.893,42.0179,17.93805,CN5
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,CS1,Reference,37.5,CS1,90.1,1783.58,,4.0,37.4437,,16.74019667,1122.45,41.9431,22.64157,CS1
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,CS2,Reference,37.5,CS2,83.5,1595.59,,4.0,33.4134,,14.19419333,929.15,40.4637,20.79562,CS2
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,CS3,Reference,37.5,CS3,83.1,1581.61,,4.0,36.8304,,7.77419,886.31,42.4716,19.10008,CS3
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,CS4,Reference,37.5,CS4,100,1479.33,,4.0,36.6330,,12.32005667,914.99,40.9854,23.3896,CS4
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,CS5,Reference,37.5,CS5,91.2,1537.59,,4.0,35.7397,,13.59439333,1036.913,41.8268,18.69487,CS5
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,VN1,Extreme,37.5,VN1,79.9,1474.91,,4.0,44.8862,,13.83584,997.33,42.3558,19.49561,VN1
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,VN2,Extreme,37.5,VN2,84.8,1520.22,,4.0,45.7175,,15.70745333,981.853,42.1430,23.1081,VN2
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,VN3,Extreme,37.5,VN3,88.1,1398.41,,4.0,42.8125,,13.72755667,1036.08,41.4315,17.6664,VN3
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,VN4,Extreme,37.5,VN4,79,1253.23,,4.0,35.6767,,12.83558,956.34,40.1482,16.63502,VN4
Evechinus,chlorocticus,White Island,WhiteIslandNorth,Seep,VN5,Extreme,37.5,VN5,109.2,1707.83,,4.0,45.8782,,10.74872,988.733,41.0828,19.07698,VN5
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,VS1,Extreme,37.5,VS1,100,1727.58,,4.0,35.1329,,11.55343667,801.763,41.8533,23.0593,VS1
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,VS2,Extreme,37.5,VS2,99.9,1460.18,,4.0,42.6159,,10.96845667,881.21,41.6845,23.57819,VS2
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,VS3,Extreme,37.5,VS3,99.2,1821.93,,4.0,39.7416,,11.19306,912.513,41.9818,23.20925,VS3
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,VS4,Extreme,37.5,VS4,111.3,1675.87,,4.0,40.9542,,12.35014333,1028.13,42.7628,17.90306,VS4
Evechinus,chlorocticus,White Island,WhiteIslandSouth,Seep,VS5,Extreme,37.5,VS5,104,1652.23,,4.0,50.2782,,15.40485333,1044.057,43.3529,21.0189,VS5
